company_name,company_url_eemis,company_location_companies_page,company_country_companies_page,company_phone_companies_page,company_calendar,logo_link,license_no,start_date_company_page_DDMMYYYY,expiry_date_company_page_DDMMYYYY,company_address_company_page,company_country_company_page,company_phone_company_page,company_email_company_page,active_company,job_name_jobs_list,job_page_link,jobs_country_jobs_list,job_posted_date,job_deadline,job_salary_jobs_list,job_page_full_url,job_name_job_page,company_name_job_page,job_country_job_page,job_salary_job_page,job_category,job_overview,job_description_details,company_reg_date_MMDDYYYY,company_phone_jobs_page,company_address_country_job_page,active_job,job_start_date_MMDDYYYY,job_end_date_MMDDYYYY,job_salary_currency_job_page,usd_conversion,job_salary_amount_job_page,latitude_company_location_companies_page,longitude_company_location_companies_page,city_company_location_companies_page,country_company_location_companies_page,latitude_company_location_company_page,longitude_company_location_company_page,city_company_location_company_page,country_company_location_company_page,latitude_map,longitude_map,job_length_days,job_length_years
SRS SPECIALIST SECURITY SERVICES,https://eemis.mglsd.go.ug/companies/SRSSPECIALISTSECURITYSERVICES_23832294,"MAI TOWER ,ALHDAH 1",ALHDAH 1,+256-787-646607,"30 Jan, 2023 - 30 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1993_1672736362.jpg,AE23010035,30/1/2023,30/1/2025,"Ajman, United Arab Emirates ",United Arab Emirates , +256-787-646607 , himbfestus@gmail.com ,True,,,,,,,,,,,,,,,,,,False,,,,0.0,0.0,,,,,25.4052165,55.5136433,Ajman,United Arab Emirates,25.4052165,55.5136433,,
STREPA INTERNATIONAL SERVICES LIMITED,https://eemis.mglsd.go.ug/companies/STREPAINTERNATIONALSERVICESLIMITED_212064,RUBAGA,,+256-772-520685,"31 Jul, 2023 - 30 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_188_1680850906.jpg,E23070025,31/7/2023,30/7/2025,"KAMPALA UGANDA, Kampala, Uganda ",Uganda , +256-772-520685 , strepainternationalugandaltd@yahoo.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3087385,32.5479178,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3087385,32.5479178,,
SUCCESS JOBS CONSULTANTS LTD,https://eemis.mglsd.go.ug/companies/SUCCESSJOBSCONSULTANTSLTD_969624,ZANA,,+256-701-272328,"18 Nov, 2024 - 17 Nov, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_402_1659597177.png,E24110019,18/11/2024,17/11/2026,"UGANDA, Kampala, Uganda ",Uganda , +256-701-272328 , Successjobsconsultants@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
SUNDOS ABDUL AZIZ AL JUHANI RECRUITMENT COMPANY,https://eemis.mglsd.go.ug/companies/SundosAbdulAzizAlJuhaniRecruitmentCompany_29543766,Riyadh -Saudi Arabia,,+966-500-068446,"19 Feb, 2024 - 19 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2219_1707299385.png,SA24020013,19/2/2024,19/2/2026,"Ar Riyad, Saudi Arabia ",Saudi Arabia , +966-500-068446 , sondosoffice2030@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7135517,46.6752957,SA,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7135517,46.6752957,,
SUNLAND AGENCIES LTD,https://eemis.mglsd.go.ug/companies/SUNLANDAGENCIESLTD_10454400,+256702749494,,+256-702-749494,"08 Aug, 2024 - 07 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1320_1653905587.jpg,E24080011,08/8/2024,07/8/2026,"Kampala, Uganda ",Uganda , +256-702-749494 , sunlandagencies@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
SUPREME LINK LIMITED,https://eemis.mglsd.go.ug/companies/SUPREMELINKLIMITED_637656,"WAKALIGA - WAKALIGA ROAD, OPPOSITE LUBIRIRI SECONDARY SCHOOL KAMPALA UGANDA",OPPOSITE LUBIRIRI SECONDARY SCHOOL KAMPALA UGANDA,+256-782-767154,"19 Jun, 2024 - 18 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_326_1550654848.jpg,E24060014,19/6/2024,18/6/2026,"Kampala, Uganda ",Uganda , +256-782-767154 , supremelink8@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.30559,32.5443413,Rubaga Division,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.30559,32.5443413,,
SUUBI RECRUITMENT CO. LTD.,https://eemis.mglsd.go.ug/companies/SUUBIRECRUITMENTCOLTD_718296,"75A KIMERA Rd, KAMPALA, UGANDA",UGANDA,+256-783-564019,"02 Apr, 2024 - 01 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_346_1697175460.jpg,E24040001,02/4/2024,01/4/2026,"Kampala, Uganda ",Uganda , +256-783-564019 , SUUBIRECRUITMENT@YAHOO.COM ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.345721,32.6142991,Nakawa,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.345721,32.6142991,,
SUUDI RECRUITMENT AGENCY LTD,https://eemis.mglsd.go.ug/companies/SUUDIRECRUITMENTAGENCYLTD_10328064,"14121, MENGO",MENGO,+256-702-556069,"08 Aug, 2024 - 07 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1312_1649835219.gif,E24080008,08/8/2024,07/8/2026,"MENGO, Kampala, Uganda ",Uganda , +256-702-556069 , ssuudirecruitmentagencyltd@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,,,,,0.305995,32.5627272,Kampala,Uganda,0.305995,32.5627272,,
SWIFT INTERNATIONAL RECRUITERS LIMITED,https://eemis.mglsd.go.ug/companies/SWIFTINTERNATIONALRECRUITERSLIMITED_42336,LUNGUJJA SSEKABAKA KINTU ROAD,,+256-392-174783,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_84_1643699520.jpeg,E24050030,31/5/2024,30/5/2026,"Kampala, Uganda ",Uganda , +256-392-174783 , swiftinternationalrecruiters@gmail.com ,True,HOUSE MAID,./jobs?id=6454,Saudi Arabia,"10 Sep, 2024 - 10 Sep, 2026","Deadline : 01 Sep, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6454,housemaid,SWIFT INTERNATIONAL RECRUITERS LIMITED,Saudi Arabia,SAR 900,Domestic Worker,"Overview: Domestic workers to help in housework like cleaning, washing and doing other housework like cooking and helping family members","Overview: Domestic workers to help in housework like cleaning, washing and doing other housework like cooking and helping family members						",31/5/2024,+256-392-174783,Uganda,True,2024-09-10,2026-09-10,SAR,240.0,900.0,0.3096566000000001,32.5404887,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3096566000000001,32.5404887,730.0,2.0
SWIFT INTERNATIONAL RECRUITERS LIMITED,https://eemis.mglsd.go.ug/companies/SWIFTINTERNATIONALRECRUITERSLIMITED_42336,LUNGUJJA SSEKABAKA KINTU ROAD,,+256-392-174783,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_84_1643699520.jpeg,E24050030,31/5/2024,30/5/2026,"Kampala, Uganda ",Uganda , +256-392-174783 , swiftinternationalrecruiters@gmail.com ,True,HOUSEMAID,./jobs?id=6477,Saudi Arabia,"11 Oct, 2024 - 11 Oct, 2026","Deadline : 31 May, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6477,housemaid,SWIFT INTERNATIONAL RECRUITERS LIMITED,Saudi Arabia,SAR 900,Domestic Worker,"Job order over view : Overview: Domestic workers to help in housework like cleaning, washing and doing other housework like cooking and helping family members","Job order over view : Overview: Domestic workers to help in housework like cleaning, washing and doing other housework like cooking and helping family members						",31/5/2024,+256-392-174783,Uganda,True,2024-10-11,2026-10-11,SAR,240.0,900.0,0.3096566000000001,32.5404887,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3096566000000001,32.5404887,730.0,2.0
SWIFT INTERNATIONAL RECRUITERS LIMITED,https://eemis.mglsd.go.ug/companies/SWIFTINTERNATIONALRECRUITERSLIMITED_42336,LUNGUJJA SSEKABAKA KINTU ROAD,,+256-392-174783,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_84_1643699520.jpeg,E24050030,31/5/2024,30/5/2026,"Kampala, Uganda ",Uganda , +256-392-174783 , swiftinternationalrecruiters@gmail.com ,True,House maid,./jobs?id=6540,Saudi Arabia,"19 Nov, 2024 - 19 Nov, 2026","Deadline : 01 Dec, 2025",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6540,housemaid,SWIFT INTERNATIONAL RECRUITERS LIMITED,Saudi Arabia,SAR 900,Domestic Worker," Domestic workers to help in housework like cleaning, washing and doing other housework like cooking and helping family members"," Domestic workers to help in housework like cleaning, washing and doing other housework like cooking and helping family members						",31/5/2024,+256-392-174783,Uganda,True,2024-11-19,2026-11-19,SAR,240.0,900.0,0.3096566000000001,32.5404887,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3096566000000001,32.5404887,730.0,2.0
SWIFT INTERNATIONAL RECRUITERS LIMITED,https://eemis.mglsd.go.ug/companies/SWIFTINTERNATIONALRECRUITERSLIMITED_42336,LUNGUJJA SSEKABAKA KINTU ROAD,,+256-392-174783,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_84_1643699520.jpeg,E24050030,31/5/2024,30/5/2026,"Kampala, Uganda ",Uganda , +256-392-174783 , swiftinternationalrecruiters@gmail.com ,True,family drivers,./jobs?id=6530,Saudi Arabia,"19 Nov, 2024 - 19 Nov, 2026","Deadline : 30 Jun, 2025",SAR 1200,https://eemis.mglsd.go.ug/jobs?id=6530,house driver,SWIFT INTERNATIONAL RECRUITERS LIMITED,Saudi Arabia,SAR 1200,Other,family drivers responsible for driving family and children to and from school .,family drivers responsible for driving family and children to and from school .						,31/5/2024,+256-392-174783,Uganda,True,2024-11-19,2026-11-19,SAR,320.0,1200.0,0.3096566000000001,32.5404887,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3096566000000001,32.5404887,730.0,2.0
T & N MIRACLE AGENCIES LTD,https://eemis.mglsd.go.ug/companies/TNMIRACLEAGENCIESLTD_14489496,1456 KAMPALA,,+256-752-896624,"18 Jul, 2024 - 17 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1554_1655720098.jpg,E24070010,18/7/2024,17/7/2026,"Kampala, Uganda ",Uganda , +256-752-896624 , miracletnagencies@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3151692,32.5816313,Central Region,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
TAAKED ALJAUDA RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/taakedaljaudarecruitmentoffice_32741376,"Taif, Saudi Arabia",Saudi Arabia,+966-509-801098,"Nov 30, 2024 - Nov 29, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2336_1729338180.jpg,SA24110037,30/11/2024,29/11/2026,"Makkah, Saudi Arabia ",Saudi Arabia , +966-509-801098 , taakedaljauda@hotmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,21.2840782,40.42481919999999,Makkah Province,Saudi Arabia,21.4240968,39.81733639999999,Makkah,Saudi Arabia,21.2840782,40.42481919999999,,
TAIBA MAN POWER AGENCY LTD,https://eemis.mglsd.go.ug/companies/TAIBAMANPOWERAGENCYLTD_129654,Block 1 Plot 541 WAKALIGA ROAD,,+256-772-892549,"02 Jul, 2024 - 01 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_147_1646629015.png,E24070004,02/7/2024,01/7/2026,"Kampala, Uganda ",Uganda , +256-772-892549 , taiba.uga@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3026474,32.5415147,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3026474,32.5415147,,
TAKAMOL ALKHIBRAT RECRUITMENT COMPANY,https://eemis.mglsd.go.ug/companies/TakamolAlkhibratRecruitmentCompany_21865686,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-533-229222,"11 Feb, 2024 - 11 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1909_1666429959.jpg,SA24020008,11/2/2024,11/2/2026,"Ar Riyad, Saudi Arabia ",Saudi Arabia , +966-533-229222 , takamolre@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7169626,46.7115929,,
TALENT POWER EMPLOYMENT SERVICES,https://eemis.mglsd.go.ug/companies/TALENTPOWEREMPLOYMENTSERVICES_32685336,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+971-026-268900,"Oct 23, 2024 - Oct 23, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2334_1729077486.jpg,AE24100011,23/10/2024,23/10/2026,"Abu Zaby, United Arab Emirates ",United Arab Emirates , +971-026-268900 , tpes@tpes-emirates.com ,True,,,,,,,,,,,,,,,,,United Arab Emirates,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,24.453884,54.3773438,Abu Dhabi,United Arab Emirates,24.7169626,46.7115929,,
TAMAM RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/TAMAMRECRUITMENTOFFICE_30781350,"Al Falahh, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-112-101520,"05 Nov, 2024 - 23 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2265_1716885529.jpeg,SA24110010,05/11/2024,23/4/2025,"Riyadh, Saudi Arabia ",Saudi Arabia , +966-112-101520 , t.r.o@hotmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7959761,46.710109,Riyadh Principality,Saudi Arabia,24.7135517,46.6752957,Riyadh,Saudi Arabia,24.7959761,46.710109,,
TARGET RECRUITMENT AGENCY U LIMITED,https://eemis.mglsd.go.ug/companies/TARGETRECRUITMENTAGENCYULIMITED_848256,NSAMBYA,,+256-761-353825,"28 Aug, 2023 - 27 Aug, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_376_1561038703.jpg,E23080014,28/8/2023,27/8/2025,"Kampala, Uganda ",Uganda , +256-761-353825 , Targetugandajobs@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.294004,32.591001,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.294004,32.591001,,
TARM CAPITAL LIMITED,https://eemis.mglsd.go.ug/companies/TARMCAPITALLIMITED_4468614,0752224210,,+256-772-569044,"02 Oct, 2023 - 01 Oct, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_863_1680868073.jpg,E23100005,02/10/2023,01/10/2025,"kampala, Kampala, Uganda ",Uganda , +256-772-569044 , tarmcapitalug@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
TASAHEEL RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/TasaheelRecruitmentOffice_19332150,Makkah,,+966-555-553093,"18 Sep, 2023 - 18 Sep, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1795_1664627172.jpeg,SA23090009,18/9/2023,18/9/2025,"Makkah, Saudi Arabia ",Saudi Arabia , +966-555-553093 , info@tasaheel-ksa.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,21.4240968,39.81733639999999,Makkah Province,Saudi Arabia,21.4240968,39.81733639999999,Makkah,Saudi Arabia,21.4240968,39.81733639999999,,
TASHILAT ALMASAFAH RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/TASHILATALMASAFAHRECRUITMENTOFFICE_28435974,"As Sulimaniyah, Riyadh 12431, Saudi Arabia",Saudi Arabia,+966-502-885103,"22 Jul, 2024 - 22 Jul, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_2177_1703743043.jpeg,SA24070014,22/7/2024,22/7/2026,"Makkah, Saudi Arabia ",Saudi Arabia , +966-502-885103 , t.almesafah@gmail.com ,True,,,,,,,,,,,,,,,,,Saudi Arabia,False,,,,0.0,0.0,24.7169626,46.7115929,Riyadh,Saudi Arabia,21.4240968,39.81733639999999,Makkah,Saudi Arabia,24.7169626,46.7115929,,
TASPER INTERNATIONAL LTD,https://eemis.mglsd.go.ug/companies/TASPERINTERNATIONALLTD_14470854,NTINDA,,+256782123123,"16 Aug, 2024 - 15 Aug, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1553_1657010989.jpeg,E24080021,16/8/2024,15/8/2026,"Kampala, Uganda ",Uganda , +256782123123 , tasperinternational@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.350605,32.6157688,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.350605,32.6157688,,
TEMPCRO INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/TEMPCROINTERNATIONALLIMITED_384,"KISASI, KISOTA ROAD",KISOTA ROAD,+256-775-911091,"26 Feb, 2023 - 25 Feb, 2025",https://eemis.mglsd.go.ug/assets/images/brands/logo_8161117594255.jpg,E23020015,26/2/2023,25/2/2025,"Kampala, Uganda ",Uganda , +256-775-911091 , tempcro@tempcro.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3628508,32.6014854,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3628508,32.6014854,,
TENNET RECRUITMENT LTD,https://eemis.mglsd.go.ug/companies/TENNETRECRUITMENTLTD_1182816,OLD KIRA NTINDA KISASI ROAD,,+256-773-167318,"19 Jun, 2024 - 18 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_444_1637830110.jpg,E24060012,19/6/2024,18/6/2026,"Kampala, Uganda ",Uganda , +256-773-167318 , benoir90@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3566945,32.6156039,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3566945,32.6156039,,
TERRYSOME INVESTMENTS LIMITED,https://eemis.mglsd.go.ug/companies/TERRYSOMEINVESTMENTSLIMITED_1365174,BALINTUMA ROAD,,+256-706-496674,"29 Apr, 2024 - 28 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_477_1645457505.jpeg,E24040019,29/4/2024,28/4/2026,"Kampala, Uganda ",Uganda , +256-706-496674 , terrysomeltd@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3173357,32.5575741,Kampala,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3173357,32.5575741,,
TESLA RECRUITMENT SERVICES,https://eemis.mglsd.go.ug/companies/TeslaRecruitmentServices_24096096,Dubai,,+971-508-723282,"15 May, 2023 - 15 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_2004_1675097089.png,AE23050026,15/5/2023,15/5/2025,"Dubayy, United Arab Emirates ",United Arab Emirates , +971-508-723282 , bdm@teslarecruiters.com ,True,,,,,,,,,,,,,,,,,United Arab Emirates,False,,,,0.0,0.0,25.2048493,55.2707828,AE,United Arab Emirates,25.2048493,55.2707828,Dubai,United Arab Emirates,25.2048493,55.2707828,,
THE NORMANDY COMPANY UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/THENORMANDYCOMPANYUGANDALIMITED_6936,"Northern Bypass, Kampala, Uganda",Uganda,+256-414-531983,"23 Mar, 2023 - 22 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_34_1669974215.jpg,E23030007,23/3/2023,22/3/2025,"Kampala, Uganda ",Uganda , +256-414-531983 , info@thenormandycompany.com ,True,General Helper,./jobs?id=6603,United Arab Emirates,"10 Jan, 2025 - 10 Jan, 2027","Deadline : 11 Jan, 2025",AED 1320,https://eemis.mglsd.go.ug/jobs?id=6603,general helper,THE NORMANDY COMPANY UGANDA LIMITED,United Arab Emirates,AED 1320,Other,"General Workers help production workers by performing duties that require less skill, such as supplying or holding materials or tools, and cleaning work areas and equipment.","General Workers help production workers by performing duties that require less skill, such as supplying or holding materials or tools, and cleaning work areas and equipment.						",04/6/2024,+256-414-531983,Uganda,False,2025-01-10,2027-01-10,AED,359.42,1320.0,0.3492112,32.5841468,Central Region,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3492112,32.5841468,730.0,2.0
THIQAAT ALMUSTAGDEM RECRUITMENT OFFICE,https://eemis.mglsd.go.ug/companies/ThiqaatAlmustagdemRecruitmentOffice_18019734,https://maps.app.goo.gl/zyu6NRbHELKp4yj6A?g_st=iw,,+966-590-596059,"06 Jul, 2023 - 06 Jul, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1733_1686407007.jpeg,SA170,06/7/2023,06/7/2025,Saudi Arabia ,Saudi Arabia , +966-590-596059 , oasis.fff333@gmail.com ,True,,,,,,,,,,,,,,,,,,False,,,,0.0,0.0,,,,,23.885942,45.079162,,Saudi Arabia,23.885942,45.079162,,
TIME MASTER (U) LTD,https://eemis.mglsd.go.ug/companies/TIMEMASTERULTD_192246,PLOT 752 KYEYAGALILE ROAD,,+256-703-487292,"04 Apr, 2023 - 03 Apr, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_179_1601311049.jpg,E23040005,04/4/2023,03/4/2025,"KAMPALA, Wakiso, Uganda ",Uganda , +256-703-487292 , timemasteruganda@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
TIMPA INTERNATIONAL AGENCY LIMITED,https://eemis.mglsd.go.ug/companies/TIMPAINTERNATIONALAGENCYLIMITED_12320934,"106753,  KAMPALA", KAMPALA,+256-783-000269,"20 Jan, 2023 - 19 Jan, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_1433_1666183125.jpg,E23010019,20/1/2023,19/1/2025,"Kampala, Uganda ",Uganda , +256-783-000269 , timpainternationalagency@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3151692,32.5816313,Central Region,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
TIRAJO EMPLOYMENT AGENCIES LTD,https://eemis.mglsd.go.ug/companies/TIRAJOEMPLOYMENTAGENCIESLTD_5400,Plot 4581 Ntinda Bukoto Road,,+256-775-893206,"15 Apr, 2024 - 14 Apr, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_30_1569838888.png,E24040007,15/4/2024,14/4/2026,"KAMPALA UGANDA, Mbarara, Uganda ",Uganda , +256-775-893206 , tirajoagency@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3535643,32.6107693,Kampala,Uganda,-0.6120601999999999,30.637287,Mbarara,Uganda,0.3535643,32.6107693,,
TOP NOTCH RECRUITMENT SERVICES UGANDA LIMITED,https://eemis.mglsd.go.ug/companies/TOPNOTCHRECRUITMENTSERVICESUGANDALIMITED_107736,SEKABAKA ROAD WAKALIGA,,+256-200-904091,"31 May, 2024 - 30 May, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_134_1644411891.jpg,E24050029,31/5/2024,30/5/2026,"Kampala, Uganda ",Uganda , +256-200-904091 , topnotchrecruitmentservices@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,,,,,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
TRANSCEND AGENCIES INTERNATIONAL LIMITED,https://eemis.mglsd.go.ug/companies/TRANSCENDAGENCIESINTERNATIONALLIMITED_366054,"PLOT 2407, KIWAFU ESTATE, KANSANGA, KAMPALA, UGANDA",UGANDA,+256759588122,"09 May, 2023 - 08 May, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_247_1677054434.jpg,E23050021,09/5/2023,08/5/2025,"KAMPALA, Kampala, Uganda ",Uganda , +256759588122 , info@tragenciesint.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.2887824,32.6076281,Makindye Division,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.2887824,32.6076281,,
TREASURED ABILITIES INTERNATIONAL AGENCIES LTD,https://eemis.mglsd.go.ug/companies/TREASUREDABILITIESINTERNATIONALAGENCIESLTD_10062150,KIREKA WARD,,+256-704-701165,"19 Jun, 2024 - 18 Jun, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_1295_1715616913.jpeg,E24060010,19/6/2024,18/6/2026,"Wakiso, Uganda ",Uganda , +256-704-701165 , treasuredabilitiesltd256@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3374838,32.64689560000001,Kampala,Uganda,0.398281,32.4797444,Wakiso,Uganda,0.3374838,32.64689560000001,,
TRIPAI OVERSEAS AGENCY (U ) LIMITED,https://eemis.mglsd.go.ug/companies/TRIPAIOVERSEASAGENCYULIMITED_138624,"Kintu Zone, Kampala, Uganda",Uganda,+256-785-606555,"23 Mar, 2023 - 22 Mar, 2025",https://eemis.mglsd.go.ug/assets/images/brands/comp_152_1602566687.jpg,E23030005,23/3/2023,22/3/2025,"Kampala, Uganda ",Uganda , +256-785-606555 , tripai567agency@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3151692,32.5816313,Central Region,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
TRIPLE WORLD GROUP LIMITED,https://eemis.mglsd.go.ug/companies/TripleWorldGroupLimited_75264,"Boom Road, Kampala, Uganda",Uganda,+256-785-622550,"02 Feb, 2024 - 01 Feb, 2026",https://eemis.mglsd.go.ug/assets/images/brands/comp_112_1701516339.jpg,E24020002,02/2/2024,01/2/2026,"Kampala, Uganda ",Uganda , +256-785-622550 , tripleworldgroup@gmail.com ,True,,,,,,,,,,,,,,,,,Uganda,False,,,,0.0,0.0,0.3151692,32.5816313,Central Region,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3151692,32.5816313,,
TRUSTIN COMPANY LIMITED,https://eemis.mglsd.go.ug/companies/TRUSTINCOMPANYLIMITED_864,"28922, MIRRAGE PLAZA, OLD PORTBELL ROAD",OLD PORTBELL ROAD,+256-776-027292,"14 Dec, 2022 - 28 Feb, 2025",https://eemis.mglsd.go.ug/assets/images/brands/logo_12158462593659.png,E22120012,14/12/2022,28/2/2025,"KAMPALA, Kampala, Uganda ",Uganda , +256-776-027292 , adekeesther@gmail.com ,True,housemaid,./jobs?id=6535,Saudi Arabia,"02 Dec, 2024 - 02 Dec, 2026","Deadline : 15 Dec, 2028",SAR 900,https://eemis.mglsd.go.ug/jobs?id=6535,housemaid,TRUSTIN COMPANY LIMITED,Saudi Arabia,SAR 900,Domestic Worker,female domestic workers ,female domestic workers 						,13/12/2024,+256-776-027292,Uganda,True,2024-12-02,2026-12-02,SAR,240.0,900.0,0.3165759,32.6319953,Nakawa,Uganda,0.3151692,32.5816313,Kampala,Uganda,0.3165759,32.6319953,730.0,2.0
